,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home,GW,Shots on target 
0,Aaron Connolly,0.5,-3,0.3,3.4,1.2,5,32,1,1,,
14,Albian Ajeti,0,0,0,0,0,14,0,0,1,,
15,Aleksandar Mitrović,0.8,3,0.3,1,3,1,7,1,1,,
16,Alexandre Lacazette,4,29,12.7,9.9,38.6,8,48,7,0,,
33,Andy Carroll,1.5,3,14,6.9,7,19,48,2,0,,
53,Billy Sharp,1.8,-4,3,2.7,1.4,20,23,2,1,,
54,Bobby Decordova-Reid,0.5,4,0.4,0.2,0,1,2,1,1,,
59,Callum Robinson,0.5,-3,1.3,0.1,0,9,2,1,1,,
60,Callum Wilson,2.1,32,23.3,10.5,32,19,50,8,0,,
64,Cenk Tosun,0,0,0,0,0,17,0,0,0,,
65,Charlie Austin,0.5,0,0,0,0,9,0,0,1,,
67,Che Adams,1.8,3,13.1,3.9,4.4,6,21,2,0,,
69,Christian Benteke,0,0,0,0,0,16,0,0,1,,
75,Connor Wickham,0,0,0,0,0,16,0,0,1,,
86,Danny Ings,3,1,11.2,8,8.6,6,60,2,0,,
96,David McGoldrick,1.5,2,2.7,1.2,0.8,20,8,1,1,,
105,Divock Origi,3,0,0,0,0,10,0,0,1,,
106,Dominic Calvert-Lewin,1.8,34,13.7,8.6,38.4,17,34,8,0,,
107,Dwight Gayle,0,0,0,0,0,19,0,0,0,,
109,Edward Nketiah,2.8,3,0,0,0,8,0,1,0,,
122,Fabio Silva,1.5,0,0,0,0,15,0,0,0,,
131,Florin Andone,0,0,0,0,0,5,0,0,1,,
141,Glenn Murray,0,0,0,0,0,5,0,0,1,,
146,Hal Robson-Kanu,0.5,3,0.1,0.3,2,9,1,1,1,,
149,Harry Kane,4.5,7,22.5,5.2,8,7,21,2,1,,
183,Jamie Vardy,4.8,52,10.3,11.8,71.2,18,36,13,0,,
197,Joelinton Cássio Apolinário de Lira,1.8,4,11.2,2.6,7.2,19,8,1,0,,
212,Jordan Ayew,1.8,-7,0.8,2.9,9.2,16,19,2,1,,
214,Jordan Hugill,0,0,0,0,0,14,0,0,1,,
233,Kelechi Iheanacho,2.8,0,0,0,0,18,0,0,0,,
235,Kenneth Zohore,0,0,0,0,0,9,0,0,1,,
249,Leonardo Campana,1.3,0,0,0,0,15,0,0,0,,
260,Lys Mousset,1.8,0,0,0,0,20,0,0,1,,
261,Léo Bonatini,1.3,0,0,0,0,15,0,0,0,,
296,Michael Obafemi,1.3,0,0,0,0,6,0,0,0,,
297,Michail Antonio,2.1,0,11.8,8,5.4,14,63,2,1,,
298,Michy Batshuayi,1.8,0,0,0,0,16,0,0,1,,
303,Moise Kean,1.3,2,0,0.4,0,17,4,1,0,,
313,Neal Maupay,1.1,1,1,0.7,0,5,8,2,1,,
319,Oliver McBurnie,1.8,3,15.3,6.8,12,20,41,1,1,,
322,Olivier Giroud,3.3,0,0,0,0,3,0,0,0,,
331,Patrick Bamford,0.1,28,0.5,6.8,40,11,27,7,0,,
339,Raúl Jiménez,3,29,8.5,9.8,41.2,15,48,8,0,,
343,Rhian Brewster,2.5,0,0,0,0,10,0,0,1,,
345,Richarlison de Andrade,2.3,17,13.8,10.7,26.2,17,67,2,0,,
346,Roberto Firmino,5,10,7.2,5.1,5.8,10,38,1,1,,
351,Rodrigo Moreno,0.3,0,0.3,0,0,11,0,1,0,,
376,Shane Long,1.5,4,0,0.4,2,6,2,1,0,,
387,Sébastien Haller,2.1,2,10.7,4.1,2.4,14,28,1,1,,
389,Tammy Abraham,3.6,0,0,0,0,3,0,0,0,,
395,Timo Werner,4.5,10,11.7,9.6,4.8,3,79,5,0,,
420,Yoshinori Muto,1.3,0,0,0,0,19,0,0,0,,
425,Aaron Connolly,4,27,11.3,6.9,34.8,14,23,8,0,,
442,Albian Ajeti,0,0,0,0,0,1,0,0,0,,
443,Aleksandar Mitrović,6.5,47,7.5,15.9,75.2,10,76,12,0,,
444,Alexandre Lacazette,7.5,29,5.7,7,33,19,31,7,1,,
462,Andy Carroll,2,1,0.3,0.6,3.2,3,2,1,1,,
468,Anthony Martial,2.5,4,6,3.5,1.2,6,28,2,1,,
473,Ashley Barnes,0,0,0,0,0,9,0,0,0,,
494,Billy Sharp,1.5,0,0,0,0,2,0,0,0,,
496,Bobby Decordova-Reid,3,28,0.5,5.2,34.6,10,17,5,0,,
505,Callum Robinson,1,2,25,4.6,7.6,7,13,2,0,,
506,Callum Wilson,5.5,-1,0.8,0.8,0,3,10,2,1,,
510,Cenk Tosun,0,0,0,0,0,18,0,0,1,,
511,Charlie Austin,-0.5,0,0,0,0,7,0,0,0,,
514,Che Adams,1,-6,21.2,10,6.4,17,72,1,1,,
516,Christian Benteke,0,0,0,0,0,13,0,0,0,,
522,Chris Wood,5.5,24,1.1,8.2,37.2,9,44,6,0,,
525,Connor Wickham,0,0,0,0,0,13,0,0,0,,
538,Danny Ings,6,50,3.7,10.6,64.2,17,38,11,1,,
549,David McGoldrick,1.5,1,0.2,0,0,2,0,1,0,,
559,Divock Origi,0.5,0,0,0,0,5,0,0,0,,
560,Dominic Calvert-Lewin,13,74,0.4,24.4,99.6,18,144,17,1,,
563,Dwight Gayle,0,0,0,0,0,3,0,0,1,,
567,Edward Nketiah,5,31,0.1,5.5,34,19,21,8,1,,
585,Fabio Silva,-0.5,3,0,0,0,12,0,1,1,,
596,Florin Andone,0,0,0,0,0,14,0,0,0,,
601,Gabriel Fernando de Jesus,7,28,13.8,10.6,47,20,45,6,0,,
609,Glenn Murray,0,0,0,0,0,14,0,0,0,,
614,Hal Robson-Kanu,0,0,0,0,0,7,0,0,0,,
617,Harry Kane,12,81,40.8,18.4,108.4,16,35,21,0,,
631,Indiana Vassilev,0,0,0,0,0,15,0,0,1,,
660,Jamie Vardy,8,6,11.2,3.6,2.6,4,22,2,1,,
670,Jay Rodriguez,0.5,2,11.2,2.8,3.6,9,13,1,0,,
678,Joelinton Cássio Apolinário de Lira,1.5,3,0.8,0.3,2.2,3,0,1,1,,
696,Jordan Ayew,3,13,0.3,4.9,7.2,13,41,5,0,,
698,Jordan Hugill,0,0,0,0,0,1,0,0,0,,
723,Keinan Davis,0.5,3,12.9,2.3,4.4,15,6,1,1,,
724,Kelechi Iheanacho,0.5,0,0,0,0,4,0,0,1,,
726,Kenneth Zohore,0,0,0,0,0,7,0,0,0,,
744,Leonardo Campana,-1,0,0,0,0,12,0,0,1,,
747,Liam Delap,2,0,0,0,0,20,0,0,0,,
757,Lys Mousset,0,0,0,0,0,2,0,0,0,,
758,Léo Bonatini,-1,0,0,0,0,12,0,0,1,,
778,Matej Vydra,0.5,5,10.6,5.1,4.2,9,36,1,0,,
800,Mbwana Samatta,-0.5,0,0,0,0,15,0,0,1,,
804,Michael Obafemi,-0.5,0,0,0,0,17,0,0,1,,
805,Michail Antonio,3.5,17,2.6,10.2,29.4,1,70,6,0,,
806,Michy Batshuayi,0,1,0,0.2,1.4,13,1,1,0,,
811,Moise Kean,1.5,-1,1.3,0.5,0,18,7,1,1,,
822,Neal Maupay,8.5,66,14.6,16.3,88.4,14,60,16,0,,
830,Odion Ighalo,1.5,1,0.1,0.2,0,6,2,1,1,,
834,Oliver McBurnie,1.5,4,10.3,1.9,4.4,2,4,1,0,,
837,Olivier Giroud,-0.5,0,0,0,0,11,0,0,1,,
838,Ollie Watkins,1.5,0,23.4,5.6,0,15,34,2,1,,
847,Patrick Bamford,10.5,45,11.9,8.3,50.4,8,21,14,1,,
860,Raúl Jiménez,6,26,1.9,6.9,34,12,33,6,1,,
864,Rhian Brewster,0.5,0,0,0,0,5,0,0,0,,
866,Richarlison de Andrade,7.5,40,22.9,14.1,39.4,18,79,12,1,,
869,Roberto Firmino,3.5,21,35.3,10.7,23.4,5,48,5,0,,
875,Rodrigo Moreno,1,5,0.7,0.5,0,8,4,1,1,,
901,Sergio Agüero,0,0,0,0,0,20,0,0,0,,
904,Shane Long,0.5,1,0.5,0.3,0,17,4,1,1,,
915,Sébastien Haller,0.5,1,0.3,0,0,1,0,1,0,,
918,Tammy Abraham,0,3,0,2.2,5,11,17,1,1,,
927,Timo Werner,3,10,12.4,3.5,12,11,11,2,1,,
944,Wesley Moraes,0,0,0,0,0,15,0,0,1,,
957,Yoshinori Muto,0,0,0,0,0,3,0,0,1,,
964,Aaron Connolly,2.7,2,12.1,1.9,0,13,8,2,1,,
981,Albian Ajeti,0,0,0,0,0,20,0,0,1,,
982,Aleksandar Mitrović,5,-1,12.1,5.7,0,2,52,2,1,,
983,Alexandre Lacazette,6.5,22,11.4,10.7,40.4,11,55,7,0,,
1001,Andy Carroll,1.8,11,1.8,2.3,0,17,22,4,0,,
1007,Anthony Martial,3,6,3.8,3.3,1.6,3,28,2,0,,
1012,Ashley Barnes,0,0,0,0,0,16,0,0,1,,
1034,Billy Sharp,1.5,1,0.1,2.1,2,10,19,1,1,,
1036,Bobby Decordova-Reid,2.3,2,9.9,4,2,2,28,1,1,,
1045,Callum Robinson,4.3,54,4,10.3,64,5,35,13,1,,
1046,Callum Wilson,5.5,29,2.4,5.5,33.2,17,19,8,0,,
1051,Cenk Tosun,0,0,0,0,0,6,0,0,0,,
1052,Charlie Austin,-1,0,0,0,0,5,0,0,1,,
1055,Che Adams,2.7,18,11.3,4.2,22.8,4,8,5,0,,
1057,Christian Benteke,0.3,3,0,0.4,0,7,4,1,1,,
1063,Chris Wood,4,2,3.1,2.9,1.2,16,25,2,1,,
1067,Connor Wickham,0,0,0,0,0,7,0,0,1,,
1081,Danny Ings,7.3,37,4.6,6.9,41,4,23,9,0,,
1092,David McGoldrick,1.8,5,12,1.9,1.8,10,5,2,1,,
1103,Divock Origi,0.5,0,0,0,0,1,0,0,1,,
1104,Dominic Calvert-Lewin,10.3,21,6.2,8.7,36.2,6,45,6,0,,
1107,Dwight Gayle,0,0,0,0,0,17,0,0,0,,
1112,Edward Nketiah,2.8,1,0.1,0.1,0,11,2,1,0,,
1130,Fabio Silva,0.7,0,13.1,5.6,3.2,19,40,1,0,,
1141,Florin Andone,0,0,0,0,0,13,0,0,1,,
1146,Gabriel Fernando de Jesus,0.9,0,0,0,0,9,0,0,1,,
1155,Glenn Murray,0,0,0,0,0,13,0,0,1,,
1160,Hal Robson-Kanu,-0.2,3,10.6,2,1.2,5,8,1,1,,
1163,Harry Kane,9.8,7,23.5,19.1,29.8,14,138,5,1,,
1177,Indiana Vassilev,0,0,0,0,0,8,0,0,0,,
1207,Jamie Vardy,10.2,82,0.5,17.7,105.2,12,71,17,0,,
1218,Jay Rodriguez,0.1,0,0,0,0,16,0,0,1,,
1226,Joelinton Cássio Apolinário de Lira,0.5,6,6.2,1.5,8.8,17,0,1,0,,
1244,Jordan Ayew,3,3,2.2,1,6,7,2,2,1,,
1246,Jordan Hugill,0,0,0,0,0,20,0,0,1,,
1271,Keinan Davis,0.5,0,0,0,0,8,0,0,0,,
1272,Kelechi Iheanacho,-0.2,2,0.3,0,0,12,0,1,0,,
1274,Kenneth Zohore,0,0,0,0,0,5,0,0,1,,
1293,Leonardo Campana,0,0,0,0,0,19,0,0,0,,
1296,Liam Delap,1,0,0.3,0.2,0,9,4,1,1,,
1306,Lys Mousset,0,0,0,0,0,10,0,0,1,,
1307,Léo Bonatini,0,0,0,0,0,19,0,0,0,,
1328,Matej Vydra,1.5,5,16.5,4.8,4.2,16,27,2,1,,
1350,Mbwana Samatta,0,0,0,0,0,8,0,0,0,,
1355,Michael Obafemi,0.3,2,0.1,0.1,0.4,4,0,1,0,,
1356,Michail Antonio,3.3,5,14.3,7.6,18,20,44,2,1,,
1357,Michy Batshuayi,0.7,1,0.3,0.2,0,7,2,1,1,,
1362,Moise Kean,0.7,0,0,0,0,6,0,0,0,,
1373,Neal Maupay,7.7,33,38.7,14.1,40.2,13,62,8,1,,
1382,Odion Ighalo,1.5,0,0,0,0,3,0,0,0,,
1386,Oliver McBurnie,1.5,2,1.3,0.7,1.2,10,4,1,1,,
1389,Olivier Giroud,1.3,3,1.8,0.8,0,18,6,1,0,,
1390,Ollie Watkins,2,3,12,2.9,1.8,8,15,2,0,,
1399,Patrick Bamford,9.2,29,12.4,9.1,34.6,15,44,8,0,,
1412,Raúl Jiménez,4.7,-1,7.2,5.4,0,19,47,0,0,,
1416,Rhian Brewster,0.5,0,0,0,0,1,0,0,1,,
1418,Richarlison de Andrade,7.3,32,3.2,7,42,6,25,8,0,,
1421,Roberto Firmino,3.2,12,24.4,5.5,9,1,22,2,1,,
1427,Rodrigo Moreno,0.5,0,3.9,3.2,2.8,15,25,1,0,,
1454,Sergio Agüero,0,0,0,0,0,9,0,0,1,,
1458,Shane Long,0.7,0,0,0,0,4,0,0,0,,
1469,Sébastien Haller,2.3,27,0.3,5,33,20,17,5,1,,
1472,Tammy Abraham,3.3,23,4.2,7.9,29.6,18,45,6,0,,
1481,Timo Werner,4,5,11.3,7.8,8.4,18,58,2,0,,
1498,Wesley Moraes,0,0,0,0,0,8,0,0,0,,
1511,Yoshinori Muto,0,0,0,0,0,17,0,0,0,,
1518,Aaron Connolly,2.7,7,0.3,0.7,3,7,4,2,0,,
1536,Albian Ajeti,0,0,0,0,0,9,0,0,0,,
1537,Aleksandar Mitrović,3.7,8,23.2,6.3,6,20,34,2,0,,
1538,Alexandre Lacazette,5.7,0,0,0,0,15,0,0,1,,
1556,Andy Carroll,1.8,0,0,0,0,4,0,0,1,,
1562,Anthony Martial,1.7,0,1.3,0.8,0.8,17,6,1,1,,
1567,Ashley Barnes,0.3,1,27.2,5.8,1.2,14,30,1,0,,
1589,Billy Sharp,0.5,2,1.5,0.4,0,1,2,1,0,,
1591,Bobby Decordova-Reid,1.7,11,3.9,0.9,5,20,0,2,0,,
1600,Callum Robinson,3.7,3,2,0.7,1.2,16,4,1,0,,
1601,Callum Wilson,8.5,62,21.4,16.6,86.8,4,58,16,1,,
1607,Cenk Tosun,0,0,0,0,0,3,0,0,1,,
1608,Charlie Austin,-0.5,0,0,0,0,16,0,0,0,,
1611,Che Adams,3,1,2.6,3.2,7.8,18,22,2,1,,
1613,Christian Benteke,-0.3,0,0,0,0,5,0,0,0,,
1619,Chris Wood,3.3,2,1.1,3.5,1.2,14,33,2,0,,
1623,Connor Wickham,-0.1,0,0,0,0,5,0,0,0,,
1637,Danny Ings,6.5,9,23.5,5.6,6.8,18,26,2,1,,
1648,David McGoldrick,2.5,33,4.4,6.6,33.2,1,28,8,0,,
1659,Divock Origi,1.5,0,0,0,0,2,0,0,0,,
1660,Dominic Calvert-Lewin,9.7,28,2.3,9.3,41.8,3,49,6,1,,
1663,Dwight Gayle,0,0,0,0,0,4,0,0,1,,
1668,Edward Nketiah,3.3,4,3,2.7,5.4,15,19,1,1,,
1686,Fabio Silva,1,0,0,0,0,8,0,0,1,,
1698,Florin Andone,0,0,0,0,0,7,0,0,0,,
1703,Gabriel Fernando de Jesus,0,0,0,0,0,10,0,0,0,,
1712,Glenn Murray,0,0,0,0,0,7,0,0,0,,
1717,Hal Robson-Kanu,0.3,0,0,1.1,4,16,7,1,0,,
1720,Harry Kane,11,64,32.2,19.6,88.8,13,75,16,0,,
1734,Indiana Vassilev,0,0,0,0,0,11,0,0,1,,
1764,Jamie Vardy,9,-2,1.4,1.8,2.6,19,14,2,1,,
1775,Jay Rodriguez,0.1,0,0,0,0,14,0,0,0,,
1783,Joelinton Cássio Apolinário de Lira,1,9,16,5.1,14.2,4,21,1,1,,
1801,Jordan Ayew,2.3,5,2.8,1.5,4.6,5,8,2,0,,
1803,Jordan Hugill,0,0,0,0,0,9,0,0,0,,
1828,Keinan Davis,-1.2,0,0,0,0,11,0,0,1,,
1829,Kelechi Iheanacho,1,7,15.3,4.1,3.2,19,22,1,1,,
1831,Kenneth Zohore,0,0,0,0,0,16,0,0,0,,
1850,Leonardo Campana,0.5,0,0,0,0,8,0,0,1,,
1853,Liam Delap,1.8,0,0,0,0,10,0,0,0,,
1863,Lys Mousset,0,0,0,0,0,1,0,0,0,,
1864,Léo Bonatini,0,0,0,0,0,8,0,0,1,,
1885,Matej Vydra,1.3,2,0,0.2,0.2,14,2,1,0,,
1907,Mbwana Samatta,0,0,0,0,0,11,0,0,1,,
1912,Michael Obafemi,0.7,0,0,0,0,18,0,0,1,,
1913,Michail Antonio,4,36,22.8,14,44.4,9,73,8,0,,
1914,Michy Batshuayi,0,0,0,0,0,5,0,0,0,,
1919,Moise Kean,0,0,0,0,0,3,0,0,1,,
1930,Neal Maupay,7.5,26,5.8,11.9,40,7,73,6,0,,
1940,Odion Ighalo,0.3,0,0,0,0,17,0,0,1,,
1945,Oliver McBurnie,0.5,2,0.8,1.1,3.4,1,7,1,0,,
1948,Olivier Giroud,0.7,0,0,0,0,6,0,0,1,,
1949,Ollie Watkins,6.2,77,25.7,24.3,124.8,11,92,19,1,,
1958,Patrick Bamford,6,-2,0.9,8,5.2,12,74,1,1,,
1971,Raúl Jiménez,4.5,0,3.1,4,3.4,8,33,2,1,,
1975,Rhian Brewster,-0.5,0,0,0,0,1,0,0,0,,
1977,Richarlison de Andrade,4.7,1,0.7,0.9,0,3,8,1,1,,
1980,Roberto Firmino,4.7,20,22.3,9.1,26.6,2,42,5,0,,
1986,Rodrigo Moreno,1.3,29,22.5,13.7,42.2,12,72,8,1,,
2014,Sergio Agüero,0,0,0,0,0,10,0,0,0,,
2018,Shane Long,1.3,0,0,0,0,18,0,1,1,,
2029,Sébastien Haller,1.5,3,0.3,0,0,9,0,1,0,,
2032,Tammy Abraham,3.5,12,11.3,7,7.4,6,51,5,1,,
2041,Timo Werner,3.3,11,6.2,3.5,9.6,6,19,2,1,,
2060,Wesley Moraes,0,0,0,0,0,11,0,0,1,,
2073,Yoshinori Muto,0,0,0,0,0,4,0,0,1,,
2080,Aaron Connolly,3,13,10.3,3,17.2,6,2,4,0,,
2098,Albian Ajeti,0,0,0,0,0,17,0,0,0,,
2099,Aleksandar Mitrović,0.8,-14,2.8,3.7,0,15,40,0,0,,
2101,Alexandre Lacazette,2.2,2,0,0,0,12,0,1,0,,
2112,Andi Zeqiri,1.3,0,0,0,0,6,0,0,0,,
2120,Andy Carroll,0.7,0,0,0,0,13,0,0,1,,
2126,Anthony Martial,0,0,0,0,0,14,0,0,0,,
2131,Ashley Barnes,1.3,3,11.8,7.8,9.4,18,57,2,0,,
2154,Billy Sharp,2.7,26,0.3,5.1,33.2,8,17,7,1,,
2156,Bobby Decordova-Reid,0.5,0,0,0,0,15,0,0,0,,
2165,Callum Robinson,2.2,1,1.3,0.1,0,4,0,1,1,,
2166,Callum Wilson,6.5,4,12.1,7.2,6.6,13,53,2,1,,
2170,Carlos Vinicius Alves Morais,2.9,0,0,0,0,19,0,0,1,,
2173,Cenk Tosun,0,0,0,0,0,11,0,0,1,,
2174,Charlie Austin,-0.5,0,0,0,0,4,0,0,1,,
2177,Che Adams,4.3,41,16.8,12.5,51.8,5,56,11,0,,
2179,Christian Benteke,0.7,2,0,0.6,4,3,2,1,1,,
2185,Chris Wood,3.5,-8,2.5,3.6,0,18,39,2,0,,
2189,Connor Wickham,0,0,0,0,0,3,0,0,1,,
2204,Danny Ings,6.7,27,0.9,9.8,36.4,5,61,7,0,,
2215,David McGoldrick,2.8,4,2.1,0.9,0,8,9,2,1,,
2226,Divock Origi,0.5,0,0,0,0,7,0,0,0,,
2227,Dominic Calvert-Lewin,5.5,21,3.3,9.3,38.6,11,51,6,1,,
2230,Dwight Gayle,0,0,0,0,0,13,0,0,1,,
2234,Edinson Cavani,0,0,0,0,0,14,0,0,0,,
2236,Edward Nketiah,0.5,3,0.5,0.2,1.2,12,0,1,0,,
2254,Fabio Silva,1,0,0,0,0,10,0,0,0,,
2267,Florin Andone,0,0,0,0,0,6,0,0,0,,
2272,Gabriel Fernando de Jesus,0,0,0,0,0,1,0,0,1,,
2281,Glenn Murray,0,0,0,0,0,6,0,0,0,,
2286,Hal Robson-Kanu,0,0,0,0,0,4,0,0,1,,
2289,Harry Kane,15,69,29.3,20.5,108.4,19,67,16,1,,
2304,Indiana Vassilev,0,0,0,0,0,9,0,0,0,,
2306,Islam Slimani,1.8,3,11.7,1.8,0.2,2,6,1,1,,
2335,Jamie Vardy,4.3,0,0,0,0,2,0,0,1,,
2346,Jay Rodriguez,0.8,3,0.3,0,0,18,0,1,0,,
2355,Joelinton Cássio Apolinário de Lira,0.7,10,10.9,2,6.6,13,2,2,1,,
2373,Jordan Ayew,1.3,0,0,0,0,3,0,0,1,,
2375,Jordan Hugill,0,0,0,0,0,17,0,0,0,,
2398,Karlan Grant,1.4,5,12.4,2.6,1.8,4,12,2,1,,
2401,Keinan Davis,-0.3,0,0,0,0,9,0,0,0,,
2402,Kelechi Iheanacho,1.5,3,22.5,3.5,5.4,2,7,2,1,,
2404,Kenneth Zohore,0,0,0,0,0,4,0,0,1,,
2423,Leonardo Campana,0.5,0,0,0,0,10,0,0,0,,
2426,Liam Delap,0.7,0,0,0,0,1,0,0,1,,
2436,Lys Mousset,0,0,0,0,0,8,0,0,1,,
2437,Léo Bonatini,0,0,0,0,0,10,0,0,0,,
2458,Matej Vydra,1.5,0,0,0,0,18,0,0,0,,
2480,Mbwana Samatta,0,0,0,0,0,9,0,0,0,,
2485,Michael Obafemi,-0.3,0,0,0,0,5,0,0,0,,
2487,Michail Antonio,3.2,-4,21.4,6.9,6.4,17,41,1,0,,
2488,Michy Batshuayi,2,11,1.9,0.8,0.4,3,6,5,1,,
2493,Moise Kean,0,0,0,0,0,11,0,0,1,,
2505,Neal Maupay,8,2,13.2,10.1,5.6,6,82,2,0,,
2515,Odion Ighalo,0.5,0,0,0,0,14,0,0,0,,
2520,Oliver McBurnie,1.7,3,13.6,8,18.6,8,48,2,1,,
2523,Olivier Giroud,0.7,0,0,0,0,16,0,0,1,,
2524,Ollie Watkins,5.7,1,8.5,4.6,10.4,9,27,2,0,,
2534,Patrick Bamford,3.2,3,4,3.1,0.2,20,27,2,1,,
2549,Raúl Jiménez,4.5,32,4.5,6.7,40,10,22,8,0,,
2553,Rhian Brewster,0.7,1,0.3,0.2,1.4,8,0,1,1,,
2555,Richarlison de Andrade,2.2,-6,11.6,2.4,0,11,14,-1,1,,
2558,Roberto Firmino,4,8,28.8,6.2,5.2,7,28,2,0,,
2565,Rodrigo Moreno,3.2,11,31.3,7.2,9.8,20,31,2,1,,
2593,Sergio Agüero,0.5,14,35.2,4.9,4,1,10,2,1,,
2597,Shane Long,0.3,2,0.1,0,0,5,0,1,0,,
2609,Sébastien Haller,1.5,0,0,0,0,17,0,0,0,,
2612,Tammy Abraham,3.7,3,0,0,0,16,0,1,1,,
2622,Timo Werner,6,63,15.4,16,81,16,64,16,1,,
2642,Wesley Moraes,0,0,0,0,0,9,0,0,0,,
2656,Yoshinori Muto,0,0,0,0,0,13,0,0,1,,
2667,Aaron Connolly,2.5,0,0,0,0,18,0,0,1,,
2676,Raúl Jiménez,5.3,33,25.8,9.3,39.2,14,28,9,1,,
2685,Neal Maupay,3.8,-1,2.8,3.3,6.8,18,23,2,1,,
2686,Moise Kean,0,0,0,0,0,16,0,0,0,,
2702,Shane Long,0.2,0,0,0,0,7,0,0,1,,
2709,Jamie Vardy,4.9,26,0.8,7,35.2,1,34,7,0,,
2713,Léo Bonatini,0,0,0,0,0,14,0,0,1,,
2721,Kelechi Iheanacho,1,0,0,0,0,1,0,0,0,,
2728,Gabriel Fernando de Jesus,0,0,0,0,0,19,0,0,0,,
2733,Kenneth Zohore,0,0,0,0,0,3,0,0,0,,
2747,Richarlison de Andrade,0,0,0,0,0,16,0,0,0,,
2749,Danny Welbeck,1.6,0,0,0,0,18,0,0,1,,
2750,Edward Nketiah,1,1,0.5,0,0,9,0,1,1,,
2752,Timo Werner,6.7,5,3.3,2.5,1.6,13,20,2,0,,
2757,Ollie Watkins,6.2,6,24.3,6.4,7.8,10,32,2,1,,
2760,Roberto Firmino,5.5,37,5.6,10.3,36,15,61,9,1,,
2829,Che Adams,6.5,30,5.7,8,40,7,34,8,1,,
2830,Hal Robson-Kanu,0,0,0,0,0,3,0,0,0,,
2831,Andi Zeqiri,0.5,0,0,0,0,18,0,0,1,,
2834,Carlos Vinicius Alves Morais,0.5,0,0,0,0,4,0,0,0,,
2842,Christian Benteke,0.8,0,0,0,0,8,0,0,0,,
2882,Charlie Austin,-0.5,0,0,0,0,3,0,0,0,,
2885,Ashley Barnes,1.2,2,13.8,3.3,1.8,17,17,2,1,,
