,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home,GW,Shots on target 
2910,Albian Ajeti,0,0,0,0,0,12,0,0,1,,
2922,Danny Ings,5.8,30,29.8,8.4,46.4,7,8,10,1,,
2929,Bobby Decordova-Reid,0.5,1,0.4,0,0,6,0,1,1,,
2936,Michy Batshuayi,3.8,19,11,10.6,35.4,8,60,5,0,,
2954,Harry Kane,11,17,12.3,6.9,20.6,4,36,5,0,,
2960,Edinson Cavani,0.4,2,0,2.4,0,5,24,1,1,,
2971,Florin Andone,0,0,0,0,0,18,0,0,1,,
2980,Fabio Silva,0.7,0,0,0,0,14,0,0,1,,
2986,Chris Wood,1.5,3,13.8,5.3,6.6,17,33,2,1,,
3001,Connor Wickham,0,0,0,0,0,8,0,0,0,,
3003,Glenn Murray,0,0,0,0,0,18,0,0,1,,
3014,Mbwana Samatta,0,0,0,0,0,10,0,0,1,,
3020,Lys Mousset,0,0,0,0,0,11,0,0,0,,
3037,Michael Obafemi,-0.5,0,0,0,0,7,0,0,1,,
3038,Dominic Calvert-Lewin,4.8,1,4.4,1.3,4.6,16,4,1,0,,
3048,David McGoldrick,2.7,2,13.8,2.5,1.4,11,10,1,0,,
3059,Yoshinori Muto,0,0,0,0,0,20,0,0,0,,
3062,Daniel N'Lundulu,0.6,3,0,0,0,7,0,1,1,,
3063,Aleksandar Mitrović,1,4,26.3,10,5.6,6,68,2,1,,
3065,Anthony Martial,0,0,0,0,0,5,0,0,1,,
3079,Jay Rodriguez,0.2,3,1.3,0.2,0.2,17,0,1,1,,
3090,Joelinton Cássio Apolinário de Lira,0.7,4,0.3,0.4,1.2,20,2,1,0,,
3102,Patrick Bamford,6.7,74,22.2,23.7,96.4,2,118,17,0,,
3103,Karlan Grant,5,31,10.8,7.4,38,3,25,9,0,,
3105,Callum Robinson,1.5,15,6.7,1.5,4.6,3,4,4,0,,
3113,Oliver McBurnie,1.7,17,26.8,5.5,9.2,11,19,5,0,,
3115,Sergio Agüero,1.8,2,1.6,0.9,0,19,8,1,0,,
3133,Jordan Ayew,0,0,0,0,0,8,0,0,0,,
3142,Michail Antonio,2.8,23,0.9,5.4,30.4,12,23,8,1,,
3143,Callum Wilson,7.3,14,13.2,4.1,3.8,20,24,5,0,,
3147,Leonardo Campana,0.5,0,0,0,0,14,0,0,1,,
3150,Keinan Davis,0,0,0,0,0,10,0,0,1,,
3151,Odion Ighalo,0,0,0,0,0,5,0,0,1,,
3158,Olivier Giroud,0,0,0,0,0,13,0,0,0,,
3165,Rhian Brewster,-0.3,1,11.1,1.3,0.2,11,2,1,0,,
3174,Andy Carroll,0.7,3,0.3,0,0,20,0,1,0,,
3188,Indiana Vassilev,0,0,0,0,0,10,0,0,1,,
3190,Wesley Moraes,0,0,0,0,0,10,0,0,1,,
3191,Sébastien Haller,0.6,2,0.1,0.4,1.4,12,2,1,1,,
3192,Matej Vydra,0.2,3,0,0,0,17,0,1,1,,
3194,Billy Sharp,1.7,0,0,0,0,11,0,0,0,,
3197,Rodrigo Moreno,5,17,23.3,7.4,7.6,2,43,5,0,,
3203,Islam Slimani,0.5,0,0,0,0,1,0,0,0,,
3210,Jordan Hugill,0,0,0,0,0,12,0,0,1,,
3211,Alexandre Lacazette,2.2,-3,21.4,7,2.4,9,46,1,1,,
3217,Tammy Abraham,2.3,3,0.3,0.3,2.2,13,0,1,0,,
3225,Cenk Tosun,0,0,0,0,0,16,0,0,0,,
3230,Divock Origi,1,0,0,0,0,15,0,0,1,,
3244,Dwight Gayle,0,0,0,0,0,20,0,0,0,,
3247,Liam Delap,1.2,0,0,0,0,19,0,0,0,,
3257,Aaron Connolly,0.8,0,0,0,0,17,0,0,0,,
3266,Raúl Jiménez,5.7,8,14.9,3.7,8.8,6,13,2,1,,
3275,Neal Maupay,0.8,0,0,0,0,17,0,0,0,,
3276,Moise Kean,0,0,0,0,0,14,0,0,0,,
3292,Shane Long,0.8,2,0,0,0,2,0,1,0,,
3299,Jamie Vardy,6.3,50,23.6,15.7,55.2,10,78,14,0,,
3303,Léo Bonatini,0,0,0,0,0,6,0,0,1,,
3311,Kelechi Iheanacho,1.3,0,0,0,0,10,0,0,0,,
3318,Gabriel Fernando de Jesus,0.5,0,0,0,0,15,0,0,0,,
3323,Kenneth Zohore,0,0,0,0,0,8,0,0,0,,
3337,Richarlison de Andrade,0,0,0,0,0,14,0,0,0,,
3339,Danny Welbeck,0,3,0.8,0.3,0,17,2,1,0,,
3340,Edward Nketiah,1,4,0.3,0.3,3,13,0,1,0,,
3342,Timo Werner,8.8,34,25.8,11.4,42.2,4,46,7,0,,
3347,Ollie Watkins,7.5,36,22.8,13,46.8,16,60,7,1,,
3350,Roberto Firmino,5.5,6,4.3,1.3,1,19,8,2,1,,
3419,Che Adams,6.5,18,23.9,3.5,10.8,2,0,5,0,,
3420,Hal Robson-Kanu,0,0,0,0,0,8,0,0,0,,
3421,Andi Zeqiri,-0.5,0,0,0,0,17,0,0,0,,
3424,Carlos Vinicius Alves Morais,0.5,0,0,0,0,3,0,0,1,,
3432,Christian Benteke,0.2,3,0.3,0.2,0,20,2,1,0,,
3472,Charlie Austin,0,0,0,0,0,8,0,0,0,,
3475,Ashley Barnes,1.5,-3,13.9,2,0,5,7,2,1,,
3500,Albian Ajeti,0,0,0,0,0,11,0,0,0,,
3512,Danny Ings,6.2,33,11,7.7,48.4,2,18,6,0,,
3519,Bobby Decordova-Reid,2.5,28,2.3,8.9,32.8,18,54,7,1,,
3526,Michy Batshuayi,3.5,3,1.8,4.2,0.6,20,40,2,0,,
3544,Harry Kane,11.3,18,3.1,6.7,35.4,3,28,6,1,,
3550,Edinson Cavani,0.7,2,0.5,0,0,1,0,1,1,,
3561,Florin Andone,0,0,0,0,0,17,0,0,0,,
3570,Fabio Silva,0.7,3,0.3,0.2,0,6,2,1,1,,
3577,Chris Wood,1.5,1,0.8,0.1,0.2,5,0,2,1,,
3592,Connor Wickham,0,0,0,0,0,20,0,0,0,,
3594,Glenn Murray,0,0,0,0,0,17,0,0,0,,
3605,Mbwana Samatta,0,0,0,0,0,16,0,0,1,,
3611,Lys Mousset,0,0,0,0,0,12,0,0,1,,
3625,Max Thompson,0.6,0,0,0,0,5,0,0,1,,
3629,Michael Obafemi,0,0,0,0,0,2,0,0,0,,
3630,Dominic Calvert-Lewin,5.5,32,35.2,17.6,46.4,14,94,8,0,,
3640,David McGoldrick,2,2,1.3,0.2,0.2,12,0,1,1,,
3652,Yoshinori Muto,0,0,0,0,0,7,0,0,1,,
3656,Daniel N'Lundulu,0.5,0,0,0,0,2,0,0,0,,
3657,Aleksandar Mitrović,3,24,26.3,7.4,41.8,18,6,8,1,,
3659,Anthony Martial,0,0,0,0,0,1,0,0,1,,
3673,Jay Rodriguez,0.5,5,11.1,2.6,4.4,5,10,1,1,,
3684,Joelinton Cássio Apolinário de Lira,0.5,0,0,0,0,7,0,0,1,,
3690,Ellis Simms,1.6,0,0,0,0,14,0,0,0,,
3697,Patrick Bamford,6.5,-5,2.2,7.9,14,9,63,2,1,,
3698,Karlan Grant,4.3,2,1.6,2.7,4.6,8,21,2,0,,
3700,Callum Robinson,1.8,1,0.5,3.7,0,8,38,1,0,,
3708,Oliver McBurnie,1.5,7,2.1,1,5.4,12,2,2,1,,
3710,Sergio Agüero,0,0,0,0,0,15,0,0,0,,
3729,Jordan Ayew,-0.2,2,0.9,0.4,1,20,2,1,0,,
3738,Michail Antonio,0,0,0,0,0,11,0,0,0,,
3739,Callum Wilson,5.8,53,14.1,15.6,63.4,7,78,12,1,,
3743,Leonardo Campana,0.5,0,0,0,0,6,0,0,1,,
3746,Keinan Davis,0,0,0,0,0,16,0,0,1,,
3747,Odion Ighalo,0,0,0,0,0,1,0,0,1,,
3754,Olivier Giroud,0.8,2,1.8,0.2,0,4,0,1,0,,
3761,Rhian Brewster,0,3,12.2,2.5,4,12,9,2,1,,
3770,Andy Carroll,0.2,3,0.3,0.2,2,7,0,1,1,,
3784,Indiana Vassilev,0,0,0,0,0,16,0,0,1,,
3786,Wesley Moraes,0,0,0,0,0,16,0,0,1,,
3787,Sébastien Haller,0,5,1.5,0.5,3.4,11,0,2,0,,
3788,Matej Vydra,-0.2,0,0,0,0,5,0,0,1,,
3790,Billy Sharp,1,0,0,0,0,12,0,0,1,,
3793,Rodrigo Moreno,1.8,0,0,0,0,9,0,0,1,,
3799,Islam Slimani,0.8,0,0,0,0,10,0,0,0,,
3806,Jordan Hugill,0,0,0,0,0,11,0,0,0,,
3807,Alexandre Lacazette,1,9,22,3.6,12,13,2,2,0,,
3813,Tammy Abraham,2.8,15,12.3,7.5,23.2,4,39,5,0,,
3817,Lewis Richardson,0.6,0,0,0,0,5,0,0,1,,
3822,Cenk Tosun,0,4,10.5,1.5,2.2,14,2,1,0,,
3827,Divock Origi,1,0,0,0,0,19,0,0,1,,
3841,Dwight Gayle,0,0,0,0,0,7,0,0,1,,
3844,Liam Delap,1,0,0,0,0,15,0,0,0,,
3854,Aaron Connolly,1.2,3,0,0,0.2,4,0,1,1,,
3864,Raúl Jiménez,5.2,6,5.6,1.4,4,9,4,2,0,,
3873,Neal Maupay,1.5,8,6.5,6.2,6.2,4,49,2,1,,
3874,Moise Kean,0,0,0,0,0,13,0,0,1,,
3890,Shane Long,0.8,3,0.3,0.1,0.2,14,0,1,1,,
3897,Jamie Vardy,6.2,20,3.1,8.6,39.4,20,43,4,1,,
3901,Léo Bonatini,0,0,0,0,0,9,0,0,0,,
3910,Kelechi Iheanacho,0.5,0,0,0,0,20,0,0,1,,
3917,Gabriel Fernando de Jesus,2.2,24,13.7,6.9,32.2,11,23,9,1,,
3922,Kenneth Zohore,0,0,0,0,0,17,0,0,1,,
3936,Richarlison de Andrade,0,0,0,0,0,13,0,0,1,,
3938,Danny Welbeck,1,7,32.3,10.7,7.4,4,67,2,1,,
3939,Edward Nketiah,1.5,4,20.9,4.9,4.4,2,24,1,1,,
3941,Timo Werner,8.5,31,11.2,7.4,32.6,15,30,7,1,,
3946,Ollie Watkins,5.5,59,3.5,14.7,71.6,1,72,13,0,,
3949,Roberto Firmino,3.5,1,1.3,1.9,0,12,18,1,0,,
4018,Che Adams,7.8,29,6.3,9.8,41,14,51,7,1,,
4019,Hal Robson-Kanu,0,0,0,0,0,17,0,0,1,,
4020,Andi Zeqiri,0,0,0,0,0,4,0,0,1,,
4023,Carlos Vinicius Alves Morais,1.2,2,10.3,3.3,2,18,21,1,0,,
4031,Christian Benteke,0.8,3,0.3,0.3,0.2,10,2,1,1,,
4071,Charlie Austin,-1,0,0,0,0,17,0,0,1,,
4074,Ashley Barnes,2,2,11.3,2.5,7.8,3,6,2,0,,
4099,Albian Ajeti,0,0,0,0,0,8,0,0,1,,
4111,Danny Ings,0,0,0,0,0,14,0,0,1,,
4118,Bobby Decordova-Reid,2,11,15.5,6.3,8.8,19,39,2,0,,
4125,Michy Batshuayi,3,0,0,0,0,10,0,0,1,,
4143,Harry Kane,10,40,50,17.8,51.8,18,76,9,0,,
4149,Edinson Cavani,1.8,26,1.3,5.6,34,7,21,5,0,,
4160,Florin Andone,0,0,0,0,0,4,0,0,1,,
4169,Fabio Silva,0.5,2,0.3,0.3,0,9,4,1,0,,
4176,Chris Wood,2,5,2.5,2.3,3.2,3,17,2,0,,
4191,Connor Wickham,0,0,0,0,0,10,0,0,1,,
4193,Glenn Murray,0,0,0,0,0,4,0,0,1,,
4204,Mbwana Samatta,0,0,0,0,0,1,0,0,0,,
4210,Lys Mousset,0,0,0,0,0,5,0,0,0,,
4224,Max Thompson,0,0,0,0,0,3,0,0,0,,
4228,Michael Obafemi,0,0,0,0,0,14,0,0,1,,
4229,Dominic Calvert-Lewin,5,12,7.6,1.9,1.6,13,10,5,1,,
4239,David McGoldrick,2,25,0.9,4.9,31.4,5,17,6,0,,
4251,Yoshinori Muto,0,0,0,0,0,16,0,0,0,,
4255,Daniel N'Lundulu,0.3,0,0,0,0,14,0,0,1,,
4256,Aleksandar Mitrović,2.3,-1,20.5,5,2.4,19,27,1,0,,
4258,Anthony Martial,0.5,-4,3.4,1,0,7,10,2,0,,
4272,Jay Rodriguez,1,3,0.1,0.4,4,3,0,1,0,,
4283,Joelinton Cássio Apolinário de Lira,1,2,0.1,2,3.2,16,17,1,0,,
4289,Ellis Simms,0,0,0,0,0,13,0,0,1,,
4296,Patrick Bamford,7,28,2.8,6.2,32.6,6,27,7,0,,
4297,Karlan Grant,2.8,0,3.9,1.7,0,17,14,2,1,,
4299,Callum Robinson,1,10,33.3,6.6,8.6,17,24,2,1,,
4308,Oliver McBurnie,2,1,0.5,0.1,0,5,2,1,0,,
4310,Sergio Agüero,0,0,0,0,0,11,0,0,1,,
4329,Jordan Ayew,2.2,32,13.2,8.6,37.8,10,35,8,1,,
4338,Michail Antonio,0,0,0,0,0,8,0,0,1,,
4339,Callum Wilson,5.2,4,0.8,0.9,8.2,16,0,2,0,,
4343,Leonardo Campana,0,0,0,0,0,9,0,0,0,,
4346,Keinan Davis,-0.5,0,0,0,0,1,0,0,0,,
4347,Odion Ighalo,0,0,0,0,0,7,0,0,0,,
4354,Olivier Giroud,1,3,0.3,0.1,1,15,0,1,1,,
4361,Rhian Brewster,1,6,0,0.5,5,5,0,2,0,,
4370,Andy Carroll,0.8,2,0.2,0.3,2.6,16,0,1,0,,
4384,Indiana Vassilev,0,0,0,0,0,1,0,0,0,,
4386,Wesley Moraes,0,0,0,0,0,1,0,0,0,,
4387,Sébastien Haller,1.7,4,11.8,5,8.2,8,30,2,1,,
4388,Matej Vydra,0.5,3,0.3,0.3,1,3,2,1,0,,
4390,Billy Sharp,1.3,0,0,0,0,5,0,0,0,,
4393,Rodrigo Moreno,0,0,0,0,0,6,0,0,0,,
4399,Islam Slimani,0.2,0,0,0,0,20,0,0,1,,
4406,Jordan Hugill,0,0,0,0,0,8,0,0,1,,
4407,Alexandre Lacazette,2,0,0.6,0.1,0,2,4,2,1,,
4413,Tammy Abraham,4.3,33,43.5,16.1,45.6,15,72,8,1,,
4417,Lewis Richardson,0,0,0,0,0,3,0,0,0,,
4422,Cenk Tosun,0.2,-1,0.3,0,0,13,0,0,1,,
4427,Divock Origi,0,0,0,0,0,12,0,0,0,,
4441,Dwight Gayle,0,0,0,0,0,16,0,0,0,,
4444,Liam Delap,0,0,0,0,0,11,0,0,1,,
4454,Aaron Connolly,0.2,0,0,0,0,2,0,0,0,,
4464,Raúl Jiménez,3,12,24.4,7.8,6.8,16,47,5,1,,
4473,Neal Maupay,1.5,-3,3.5,3,0,2,29,2,0,,
4474,Moise Kean,0,0,0,0,0,8,0,0,0,,
4490,Shane Long,1,2,0,0,0,20,0,1,0,,
4497,Jamie Vardy,6.2,11,20.8,8,15.2,11,44,2,0,,
4501,Léo Bonatini,0,0,0,0,0,16,0,0,1,,
4510,Kelechi Iheanacho,-0.5,0,0,0,0,11,0,0,0,,
4517,Gabriel Fernando de Jesus,4.2,4,16.3,7.9,3.4,17,59,2,0,,
4522,Kenneth Zohore,0,0,0,0,0,13,0,0,0,,
4536,Richarlison de Andrade,2.2,12,13.3,9.8,14.6,8,70,5,0,,
4538,Danny Welbeck,3,35,14.9,9.2,46.2,2,31,9,0,,
4539,Edward Nketiah,1.2,0,0,0,0,10,0,0,0,,
4541,Timo Werner,6.8,16,17.1,6.4,20,14,27,5,0,,
4546,Ollie Watkins,7.3,6,22.3,4.1,6.4,3,12,2,1,,
4549,Roberto Firmino,3.5,23,14.6,16.5,40.8,9,110,6,1,,
4618,Che Adams,6.3,23,33.3,8.3,23,20,27,7,0,,
4619,Hal Robson-Kanu,0,1,0.1,0,0,13,0,1,0,,
4620,Andi Zeqiri,0,0,0,0,0,2,0,0,0,,
4623,Carlos Vinicius Alves Morais,-0.3,0,0,0,0,12,0,0,1,,
4631,Christian Benteke,1.5,-3,0.4,4.5,0,4,45,1,0,,
4671,Charlie Austin,-1,0,0,0,0,13,0,0,0,,
4674,Ashley Barnes,1,0,0,0,0,6,0,0,1,,
4700,Albian Ajeti,0,0,0,0,0,15,0,0,0,,
4712,Danny Ings,0,0,0,0,0,20,0,0,0,,
4719,Bobby Decordova-Reid,3.8,28,16.8,9.5,38.2,7,40,4,1,,
4726,Michy Batshuayi,1.8,-1,21.2,5,4.4,4,24,2,0,,
4744,Harry Kane,5.5,13,13.5,4.3,25.2,12,4,4,1,,
4750,Edinson Cavani,3,-1,0.6,3.9,0.2,18,38,0,1,,
4761,Florin Andone,0,0,0,0,0,2,0,0,0,,
4770,Fabio Silva,0.7,0,0,0,0,16,0,0,1,,
4777,Chris Wood,3,26,22.7,12.2,43.8,6,55,8,1,,
4792,Connor Wickham,0,0,0,0,0,4,0,0,0,,
4794,Glenn Murray,0,0,0,0,0,2,0,0,0,,
4805,Mbwana Samatta,0,0,0,0,0,3,0,0,1,,
4811,Lys Mousset,0,0,0,0,0,19,0,0,1,,
4825,Max Thompson,-0.5,0,0,0,0,6,0,0,1,,
4829,Michael Obafemi,0,0,0,0,0,20,0,0,0,,
4830,Dominic Calvert-Lewin,9.2,52,14.9,16.1,74.8,8,71,13,0,,
4840,David McGoldrick,3,6,6.5,1.8,3.2,19,8,2,1,,
4852,Yoshinori Muto,0,0,0,0,0,5,0,0,1,,
4856,Daniel N'Lundulu,0,0,0,0,0,20,0,0,0,,
4857,Aleksandar Mitrović,2.8,2,11.1,4.5,5.2,7,29,1,1,,
4859,Anthony Martial,2.3,7,15.9,10.7,14.6,18,76,2,1,,
4873,Jay Rodriguez,1.3,15,11.8,5.7,9.4,6,36,4,1,,
4884,Joelinton Cássio Apolinário de Lira,0.5,6,23.3,3,2,5,5,2,1,,
4890,Ellis Simms,0.5,0,0,0,0,8,0,0,0,,
4897,Patrick Bamford,3.2,-1,1.8,7.8,8.2,1,68,2,1,,
4898,Karlan Grant,2.8,5,0.8,2.4,4.4,13,19,2,0,,
4900,Callum Robinson,1,3,1.3,0.4,0,13,4,1,0,,
4909,Oliver McBurnie,1.7,-4,14.9,7,5,19,50,2,1,,
4911,Sergio Agüero,0.4,0,0,0,0,17,0,0,0,,
4930,Jordan Ayew,4.2,8,2.4,3.1,5.2,4,23,2,0,,
4939,Michail Antonio,0,0,0,0,0,15,0,0,0,,
4940,Callum Wilson,3.2,0,0,0,0,5,0,0,1,,
4944,Leonardo Campana,0,0,0,0,0,16,0,0,1,,
4947,Keinan Davis,0,0,0,0,0,3,0,0,1,,
4948,Odion Ighalo,1,0,0,0,0,18,0,0,1,,
4955,Olivier Giroud,1.5,2,0,0.2,2,14,0,1,0,,
4962,Rhian Brewster,1.3,4,10.2,1.2,1.4,19,0,1,1,,
4971,Andy Carroll,0.5,3,0,2.2,4,5,18,1,1,,
4985,Indiana Vassilev,0,0,0,0,0,3,0,0,1,,
4987,Wesley Moraes,0,0,0,0,0,3,0,0,1,,
4988,Sébastien Haller,4.3,36,33.2,15.5,46.6,15,75,9,0,,
4989,Matej Vydra,0,0,0,0,0,6,0,0,1,,
4991,Billy Sharp,0,0,0,0,0,19,0,0,1,,
4994,Rodrigo Moreno,-0.2,3,20.8,2.9,0.6,1,8,1,1,,
5000,Islam Slimani,-0.5,0,0,0,0,11,0,0,0,,
5007,Jordan Hugill,0,0,0,0,0,15,0,0,0,,
5008,Alexandre Lacazette,1.8,0,0,0,0,10,0,0,0,,
5014,Tammy Abraham,7.8,33,32.3,13.4,41.2,14,60,9,0,,
5018,Lewis Richardson,-0.5,0,0,0,0,6,0,0,1,,
5023,Cenk Tosun,0.8,0,0,0,0,8,0,0,0,,
5028,Divock Origi,0.8,3,0.1,0,0.2,9,0,1,1,,
5042,Dwight Gayle,0,0,0,0,0,5,0,0,1,,
5045,Liam Delap,0.5,0,0,0,0,17,0,0,0,,
5055,Aaron Connolly,0,0,12,4,0,11,29,2,1,,
5065,Raúl Jiménez,2.2,3,0.3,0,0,1,0,1,0,,
5074,Neal Maupay,0,-3,14.6,1.8,0,11,4,-1,1,,
5075,Moise Kean,0,0,0,0,0,10,0,0,1,,
5091,Shane Long,0.5,1,0.4,0.1,0.6,13,0,1,1,,
5098,Jamie Vardy,7.2,14,10.9,9.3,22,8,60,5,1,,
5102,Léo Bonatini,0,0,0,0,0,1,0,0,0,,
5111,Kelechi Iheanacho,1.2,1,0.8,5.6,0,8,56,1,1,,
5118,Gabriel Fernando de Jesus,6.8,12,23.4,5.7,15.6,4,18,5,1,,
5123,Kenneth Zohore,0,0,0,0,0,15,0,0,1,,
5137,Richarlison de Andrade,2.3,7,24.6,9.8,20.6,10,53,2,1,,
5139,Danny Welbeck,4.3,18,12.3,5.3,11.6,11,29,5,1,,
5140,Edward Nketiah,0.8,0,0,0,0,20,0,0,1,,
5142,Timo Werner,4.7,4,16.6,4.2,3,17,22,2,1,,
5147,Ollie Watkins,5,-10,12.8,2.9,0,19,22,0,0,,
5150,Roberto Firmino,4,2,6.3,4.3,6.6,3,30,2,0,,
5219,Che Adams,4.8,4,24.6,3.6,5.8,13,6,2,1,,
5220,Hal Robson-Kanu,0,-1,0.8,1.4,4.2,15,9,1,1,,
5221,Andi Zeqiri,-1,0,0,0,0,11,0,0,1,,
5224,Carlos Vinicius Alves Morais,0.3,0,0,0,0,5,0,0,0,,
5232,Christian Benteke,1,1,1.3,3.2,6,14,25,1,1,,
5272,Charlie Austin,-0.5,0,0,0,0,15,0,0,1,,
5275,Ashley Barnes,-0.2,3,10.9,3.2,0,12,22,2,0,,
5301,Albian Ajeti,0,0,0,0,0,2,0,0,1,,
5313,Danny Ings,0,0,0,0,0,13,0,0,1,,
5320,Bobby Decordova-Reid,3.5,17,3.2,1.9,14.2,9,2,5,0,,
5327,Michy Batshuayi,1,1,10.5,1.5,2.2,14,2,1,1,,
5345,Harry Kane,5,3,25.3,4.2,5.2,5,11,2,0,,
5351,Edinson Cavani,7.2,68,15.3,16.2,90.4,16,56,15,0,,
5362,Florin Andone,0,0,0,0,0,11,0,0,1,,
5371,Fabio Silva,0.2,1,12.3,7.4,6.4,1,55,1,0,,
5378,Chris Wood,2.5,5,1.3,0,0,12,0,2,0,,
5393,Connor Wickham,0,0,0,0,0,14,0,0,1,,
5395,Glenn Murray,0,0,0,0,0,11,0,0,1,,
5407,Mbwana Samatta,0,0,0,0,0,19,0,0,0,,
5413,Lys Mousset,0.8,5,20.9,3.8,4.4,18,13,1,0,,
5427,Max Thompson,-1.5,0,0,0,0,12,0,0,0,,
5431,Michael Obafemi,-0.5,0,0,0,0,13,0,0,1,,
5432,Dominic Calvert-Lewin,6.7,13,28.2,7.7,11.2,10,38,2,1,,
5442,David McGoldrick,3.2,0,0,0,0,18,0,0,0,,
5454,Yoshinori Muto,0,0,0,0,0,6,0,0,0,,
5458,Daniel N'Lundulu,-0.2,3,0.1,0,0.2,13,0,1,1,,
5459,Aleksandar Mitrović,1.8,7,10.3,1.5,4.2,9,0,1,0,,
5461,Anthony Martial,1.8,0,0,0,0,16,0,0,0,,
5475,Jay Rodriguez,0.8,5,1.6,2.5,4.6,12,19,2,0,,
5486,Joelinton Cássio Apolinário de Lira,4.7,35,13.9,13.6,60,6,62,11,0,,
5492,Ellis Simms,0,0,0,0,0,10,0,0,1,,
5499,Patrick Bamford,3.2,0,24.3,9.4,1,7,69,2,0,,
5500,Karlan Grant,1.5,7,11.8,7.4,9.6,15,53,2,1,,
5502,Callum Robinson,1,4,6.4,1.8,1.4,15,10,2,1,,
5511,Oliver McBurnie,2.2,0,37.5,17.7,28.8,18,111,2,0,,
5513,Sergio Agüero,1.5,0,0,0,0,4,0,0,1,,
5532,Jordan Ayew,4,6,15.1,2,0.8,14,4,2,1,,
5541,Michail Antonio,0.1,1,0.5,0.3,0,2,4,1,1,,
5542,Callum Wilson,4.7,39,15.3,9.2,50,6,27,12,0,,
5546,Leonardo Campana,-0.5,0,0,0,0,1,0,0,0,,
5549,Keinan Davis,0,0,0,0,0,19,0,0,0,,
5550,Odion Ighalo,0.5,0,0,0,0,16,0,0,0,,
5558,Olivier Giroud,1,2,0.1,1.9,2,17,17,1,1,,
5565,Rhian Brewster,1.8,2,12.8,5.1,5.4,18,33,1,0,,
5574,Andy Carroll,0.2,0,0,0,0,6,0,0,0,,
5588,Indiana Vassilev,0,0,0,0,0,19,0,0,0,,
5590,Wesley Moraes,0,0,0,0,0,19,0,0,0,,
5591,Sébastien Haller,4,2,1.2,0.2,0.4,2,0,1,1,,
5592,Matej Vydra,-0.8,2,0.1,0.2,0,12,2,1,0,,
5594,Billy Sharp,0.5,0,0,0,0,18,0,0,0,,
5597,Rodrigo Moreno,0.5,3,10,1.4,0,7,4,1,0,,
